"No.","Time","Source","Destination","Protocol","Length","Info"
"174","10.327852","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:802::2004","QUIC","94","Protected Payload (KP0), DCID=f9ba9f5a3c55e09a"
"175","10.328195","192.168.1.254","192.168.1.17","DNS","144","Standard query response 0xb6aa HTTPS lh3.google.com CNAME lh2.l.google.com SOA ns1.google.com"
"176","10.328998","192.168.1.254","192.168.1.17","DNS","122","Standard query response 0x1404 AAAA lh3.google.com CNAME lh2.l.google.com AAAA 2404:6800:4009:820::200e"
"177","10.330019","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:820::200e","QUIC","1292","Initial, DCID=e6b615f36efd5f63, PKN: 1, PADDING, CRYPTO, PING, CRYPTO, CRYPTO, PADDING, CRYPTO, CRYPTO, PING, CRYPTO, CRYPTO"
"178","10.330385","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:820::200e","QUIC","144","0-RTT, DCID=e6b615f36efd5f63"
"179","10.330749","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:820::200e","QUIC","1288","0-RTT, DCID=e6b615f36efd5f63"
"180","10.330798","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:820::200e","QUIC","879","0-RTT, DCID=e6b615f36efd5f63"
"181","10.332630","2404:6800:4009:802::2004","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","87","Protected Payload (KP0)"
"182","10.359471","2404:6800:4009:820::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","1292","Initial, SCID=e6b615f36efd5f63, PKN: 1, ACK, PADDING"
"183","10.395078","2404:6800:4009:820::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","1292","Handshake, SCID=e6b615f36efd5f63"
"184","10.395078","2404:6800:4009:820::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","851","Protected Payload (KP0)"
"185","10.395078","2404:6800:4009:820::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","237","Protected Payload (KP0)"
"186","10.395078","2404:6800:4009:820::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","86","Protected Payload (KP0)"
"187","10.395216","2404:6800:4009:820::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","84","Protected Payload (KP0)"
"188","10.395768","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:820::200e","QUIC","140","Handshake, DCID=e6b615f36efd5f63"
"189","10.395868","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:820::200e","QUIC","93","Protected Payload (KP0), DCID=e6b615f36efd5f63"
"190","10.395954","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:820::200e","QUIC","93","Protected Payload (KP0), DCID=e6b615f36efd5f63"
"191","10.401518","2404:6800:4009:820::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","182","Protected Payload (KP0)"
"192","10.436563","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:820::200e","QUIC","94","Protected Payload (KP0), DCID=e6b615f36efd5f63"
"193","10.438217","2404:6800:4009:820::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","182","Protected Payload (KP0)"
"194","10.438393","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:820::200e","QUIC","95","Protected Payload (KP0), DCID=e6b615f36efd5f63"
"195","10.470504","2404:6800:4009:820::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","1288","Protected Payload (KP0)"
"196","10.470504","2404:6800:4009:820::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","1288","Protected Payload (KP0)"
"197","10.470504","2404:6800:4009:820::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","631","Protected Payload (KP0)"
"198","10.470504","2404:6800:4009:820::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","84","Protected Payload (KP0)"
"199","10.470875","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:820::200e","QUIC","95","Protected Payload (KP0), DCID=e6b615f36efd5f63"
"200","10.471123","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:820::200e","QUIC","99","Protected Payload (KP0), DCID=e6b615f36efd5f63"
"201","10.471244","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:820::200e","QUIC","95","Protected Payload (KP0), DCID=e6b615f36efd5f63"
"202","10.471982","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:820::200e","QUIC","105","Protected Payload (KP0), DCID=e6b615f36efd5f63"
"203","10.474316","192.168.1.17","192.168.1.254","DNS","85","Standard query 0x767d AAAA lh3.googleusercontent.com"
"204","10.474558","192.168.1.17","192.168.1.254","DNS","85","Standard query 0xeb69 A lh3.googleusercontent.com"
"205","10.474729","192.168.1.17","192.168.1.254","DNS","85","Standard query 0x9fbd HTTPS lh3.googleusercontent.com"
"206","10.475661","2404:6800:4009:820::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","87","Protected Payload (KP0)"
"207","10.479513","192.168.1.254","192.168.1.17","DNS","142","Standard query response 0x767d AAAA lh3.googleusercontent.com CNAME googlehosted.l.googleusercontent.com AAAA 2404:6800:4009:810::2001"
"208","10.481646","192.168.1.254","192.168.1.17","DNS","130","Standard query response 0xeb69 A lh3.googleusercontent.com CNAME googlehosted.l.googleusercontent.com A 172.217.167.161"
"209","10.483757","192.168.1.254","192.168.1.17","DNS","171","Standard query response 0x9fbd HTTPS lh3.googleusercontent.com CNAME googlehosted.l.googleusercontent.com SOA ns1.google.com"
"210","10.485164","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:810::2001","QUIC","1292","Initial, DCID=564c2d6bb52bf07f, PKN: 1, CRYPTO, PADDING, CRYPTO, CRYPTO, PING, CRYPTO, PADDING, PING, CRYPTO"
"211","10.485606","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:810::2001","QUIC","144","0-RTT, DCID=564c2d6bb52bf07f"
"212","10.485955","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:810::2001","QUIC","1288","0-RTT, DCID=564c2d6bb52bf07f"
"213","10.486018","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:810::2001","QUIC","497","0-RTT, DCID=564c2d6bb52bf07f"
"214","10.516162","2404:6800:4009:810::2001","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","1292","Initial, SCID=f64c2d6bb52bf07f, PKN: 1, ACK, PADDING"
"215","10.552064","2404:6800:4009:810::2001","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","1292","Handshake, SCID=f64c2d6bb52bf07f"
"216","10.552064","2404:6800:4009:810::2001","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","852","Protected Payload (KP0)"
"217","10.552064","2404:6800:4009:810::2001","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","258","Protected Payload (KP0)"
"218","10.552064","2404:6800:4009:810::2001","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","86","Protected Payload (KP0)"
"219","10.552064","2404:6800:4009:810::2001","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","84","Protected Payload (KP0)"
"220","10.553650","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:810::2001","QUIC","141","Handshake, DCID=f64c2d6bb52bf07f"
"221","10.553984","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:810::2001","QUIC","93","Protected Payload (KP0), DCID=f64c2d6bb52bf07f"
"222","10.554350","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:810::2001","QUIC","93","Protected Payload (KP0), DCID=f64c2d6bb52bf07f"
"223","10.557965","2404:6800:4009:810::2001","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","182","Protected Payload (KP0)"
"224","10.595041","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:810::2001","QUIC","94","Protected Payload (KP0), DCID=f64c2d6bb52bf07f"
"225","10.595974","2404:6800:4009:810::2001","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","182","Protected Payload (KP0)"
"226","10.596687","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:810::2001","QUIC","95","Protected Payload (KP0), DCID=f64c2d6bb52bf07f"
"227","10.770578","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:810::2001","QUIC","91","Protected Payload (KP0), DCID=f64c2d6bb52bf07f"
"228","10.802450","2404:6800:4009:810::2001","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","88","Protected Payload (KP0)"
"229","10.848141","2404:6800:4009:810::2001","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","891","Protected Payload (KP0)"
"230","10.848585","2404:6800:4009:810::2001","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","84","Protected Payload (KP0)"
"231","10.848854","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:810::2001","QUIC","97","Protected Payload (KP0), DCID=f64c2d6bb52bf07f"
"232","10.878419","2404:6800:4009:810::2001","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","86","Protected Payload (KP0)"
"233","10.878869","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:810::2001","QUIC","93","Protected Payload (KP0), DCID=f64c2d6bb52bf07f"
"234","11.409024","192.168.1.17","192.168.1.254","DNS","75","Standard query 0x9f2e AAAA play.google.com"
"235","11.409616","192.168.1.17","192.168.1.254","DNS","75","Standard query 0x19ba A play.google.com"
"236","11.410102","192.168.1.17","192.168.1.254","DNS","75","Standard query 0x39a1 HTTPS play.google.com"
"237","11.414756","192.168.1.254","192.168.1.17","DNS","103","Standard query response 0x9f2e AAAA play.google.com AAAA 2404:6800:4009:829::200e"
"238","11.419807","192.168.1.254","192.168.1.17","DNS","91","Standard query response 0x19ba A play.google.com A 142.250.192.78"
"239","11.430072","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:829::200e","QUIC","1292","Initial, DCID=e36a0471d30afddf, PKN: 1, PING, PING, PING, CRYPTO, PADDING, PING, PING, PING, PING, PADDING, CRYPTO, CRYPTO, PING, PING"
"240","11.430918","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:829::200e","QUIC","143","0-RTT, DCID=e36a0471d30afddf"
"241","11.437237","192.168.1.254","192.168.1.17","DNS","125","Standard query response 0x39a1 HTTPS play.google.com SOA ns1.google.com"
"242","11.459475","2404:6800:4009:829::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","1292","Initial, SCID=e36a0471d30afddf, PKN: 1, ACK, PADDING"
"243","11.495460","2404:6800:4009:829::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","1292","Handshake, SCID=e36a0471d30afddf"
"244","11.495460","2404:6800:4009:829::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","690","Protected Payload (KP0)"
"245","11.495460","2404:6800:4009:829::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","87","Protected Payload (KP0)"
"246","11.497133","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:829::200e","QUIC","1292","Handshake, DCID=e36a0471d30afddf"
"247","11.497346","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:829::200e","QUIC","135","Handshake, DCID=e36a0471d30afddf"
"248","11.497839","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:829::200e","QUIC","93","Protected Payload (KP0), DCID=e36a0471d30afddf"
"249","11.499177","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:829::200e","QUIC","1288","Protected Payload (KP0), DCID=e36a0471d30afddf"
"250","11.499431","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:829::200e","QUIC","1288","Protected Payload (KP0), DCID=e36a0471d30afddf"
"251","11.499621","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:829::200e","QUIC","662","Protected Payload (KP0), DCID=e36a0471d30afddf"
"252","11.503606","2404:6800:4009:829::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","193","Protected Payload (KP0)"
"253","11.506588","2404:6800:4009:829::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","87","Protected Payload (KP0)"
"254","11.540279","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:829::200e","QUIC","95","Protected Payload (KP0), DCID=e36a0471d30afddf"
"255","11.543027","2404:6800:4009:829::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","186","Protected Payload (KP0)"
"256","11.543399","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:829::200e","QUIC","95","Protected Payload (KP0), DCID=e36a0471d30afddf"
"257","11.591809","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:802::2004","QUIC","347","Protected Payload (KP0), DCID=f9ba9f5a3c55e09a"
"258","11.621652","2404:6800:4009:802::2004","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","91","Protected Payload (KP0)"
"259","11.632031","2404:6800:4009:829::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","913","Protected Payload (KP0)"
"260","11.632487","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:829::200e","QUIC","99","Protected Payload (KP0), DCID=e36a0471d30afddf"
"261","11.634679","2404:6800:4009:829::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","216","Protected Payload (KP0)"
"262","11.635432","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:829::200e","QUIC","95","Protected Payload (KP0), DCID=e36a0471d30afddf"
"263","11.649165","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:802::2004","QUIC","94","Protected Payload (KP0), DCID=f9ba9f5a3c55e09a"
"264","11.662548","2404:6800:4009:829::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","86","Protected Payload (KP0)"
"265","11.704239","2404:6800:4009:802::2004","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","1288","Protected Payload (KP0)"
"266","11.704239","2404:6800:4009:802::2004","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","363","Protected Payload (KP0)"
"267","11.704239","2404:6800:4009:802::2004","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","331","Protected Payload (KP0)"
"268","11.704861","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:802::2004","QUIC","97","Protected Payload (KP0), DCID=f9ba9f5a3c55e09a"
"269","11.705072","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:802::2004","QUIC","93","Protected Payload (KP0), DCID=f9ba9f5a3c55e09a"
"270","11.710008","192.168.1.17","192.168.1.254","DNS","86","Standard query 0xf01a AAAA encrypted-tbn0.gstatic.com"
"271","11.710357","192.168.1.17","192.168.1.254","DNS","86","Standard query 0xfa29 A encrypted-tbn0.gstatic.com"
"272","11.710703","192.168.1.17","192.168.1.254","DNS","86","Standard query 0x0161 HTTPS encrypted-tbn0.gstatic.com"
"273","11.717066","192.168.1.254","192.168.1.17","DNS","114","Standard query response 0xf01a AAAA encrypted-tbn0.gstatic.com AAAA 2404:6800:4009:822::200e"
"274","11.717248","192.168.1.254","192.168.1.17","DNS","102","Standard query response 0xfa29 A encrypted-tbn0.gstatic.com A 142.250.183.78"
"275","11.731383","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:822::200e","QUIC","1292","Initial, DCID=a7bc656e73204915, PKN: 1, CRYPTO, PADDING, PING, CRYPTO, PADDING, PING, PING, PING, PADDING, CRYPTO, PADDING, CRYPTO, PING, PING, CRYPTO"
"276","11.733675","2404:6800:4009:802::2004","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","87","Protected Payload (KP0)"
"277","11.736743","192.168.1.254","192.168.1.17","DNS","143","Standard query response 0x0161 HTTPS encrypted-tbn0.gstatic.com SOA ns1.google.com"
"278","11.739850","2404:6800:4009:822::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","1292","Initial, SCID=e7bc656e73204915, PKN: 1, ACK, CRYPTO, PADDING"
"279","11.742593","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:822::200e","QUIC","1292","Initial, DCID=e7bc656e73204915, PKN: 2, ACK, PADDING"
"280","11.758582","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:822::200e","QUIC","99","Handshake, DCID=e7bc656e73204915"
"281","11.789564","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:822::200e","QUIC","99","Handshake, DCID=e7bc656e73204915"
"282","11.800011","2404:6800:4009:822::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","1292","Handshake, SCID=e7bc656e73204915"
"283","11.800011","2404:6800:4009:822::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","1292","Handshake, SCID=e7bc656e73204915"
"284","11.800011","2404:6800:4009:822::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","1265","Handshake, SCID=e7bc656e73204915"
"285","11.800011","2404:6800:4009:822::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","166","Protected Payload (KP0)"
"286","11.800491","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:822::200e","QUIC","101","Handshake, DCID=e7bc656e73204915"
"287","11.801052","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:81f::200a","TCP","74","53873  >  443 [FIN, ACK] Seq=1 Ack=1 Win=259 Len=0"
"288","11.801174","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:810::2001","TCP","74","53875  >  443 [FIN, ACK] Seq=1 Ack=1 Win=255 Len=0"
"289","11.801549","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:822::200e","TCP","86","53904  >  443 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 WS=256 SACK_PERM"
"290","11.801705","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:822::200e","QUIC","104","Handshake, DCID=e7bc656e73204915"
"291","11.803847","2404:6800:4009:81f::200a","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","74","443  >  53873 [FIN, ACK] Seq=1 Ack=2 Win=254 Len=0"
"292","11.803904","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:81f::200a","TCP","74","53873  >  443 [ACK] Seq=2 Ack=2 Win=259 Len=0"
"293","11.804156","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:822::200e","QUIC","145","Handshake, DCID=e7bc656e73204915"
"294","11.804452","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:822::200e","QUIC","132","Protected Payload (KP0), DCID=e7bc656e73204915"
"295","11.804878","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:822::200e","QUIC","384","Protected Payload (KP0), DCID=e7bc656e73204915"
"296","11.805078","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:822::200e","QUIC","195","Protected Payload (KP0), DCID=e7bc656e73204915"
"297","11.806622","2404:6800:4009:810::2001","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","74","443  >  53875 [FIN, ACK] Seq=1 Ack=2 Win=261 Len=0"
"298","11.806696","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:810::2001","TCP","74","53875  >  443 [ACK] Seq=2 Ack=2 Win=255 Len=0"
"299","11.807759","2404:6800:4009:822::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","1026","Protected Payload (KP0)"
"300","11.807759","2404:6800:4009:822::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","199","Protected Payload (KP0)"
"301","11.808044","2404:6800:4009:822::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","86","443  >  53904 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 SACK_PERM WS=256"
"302","11.808158","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:822::200e","TCP","74","53904  >  443 [ACK] Seq=1 Ack=1 Win=66304 Len=0"
"303","11.808287","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:822::200e","QUIC","95","Protected Payload (KP0), DCID=e7bc656e73204915"
"304","11.808477","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:822::200e","QUIC","95","Protected Payload (KP0), DCID=e7bc656e73204915"
"305","11.809190","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:822::200e","TLSv1.3","593","Client Hello (SNI=encrypted-tbn0.gstatic.com)"
"306","11.810647","2404:6800:4009:822::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","89","Protected Payload (KP0)"
"307","11.811049","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:822::200e","QUIC","95","Protected Payload (KP0), DCID=e7bc656e73204915"
"308","11.813322","2404:6800:4009:822::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","1288","Protected Payload (KP0)"
"309","11.813322","2404:6800:4009:822::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","1288","Protected Payload (KP0)"
"310","11.813322","2404:6800:4009:822::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","470","Protected Payload (KP0)"
"311","11.813754","2404:6800:4009:822::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","74","443  >  53904 [ACK] Seq=1 Ack=520 Win=66816 Len=0"
"312","11.813955","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:822::200e","QUIC","99","Protected Payload (KP0), DCID=e7bc656e73204915"
"313","11.814196","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:822::200e","QUIC","99","Protected Payload (KP0), DCID=e7bc656e73204915"
"314","11.817058","2404:6800:4009:822::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","85","Protected Payload (KP0)"
"315","11.849368","2404:6800:4009:822::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","QUIC","470","Protected Payload (KP0)"
"316","11.849726","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:822::200e","QUIC","95","Protected Payload (KP0), DCID=e7bc656e73204915"
"317","11.875017","2404:6800:4009:822::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TLSv1.3","1294","Server Hello, Change Cipher Spec"
"318","11.875017","2404:6800:4009:822::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","1294","443  >  53904 [ACK] Seq=1221 Ack=520 Win=66816 Len=1220 [TCP segment of a reassembled PDU]"
"319","11.875017","2404:6800:4009:822::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","1294","443  >  53904 [PSH, ACK] Seq=2441 Ack=520 Win=66816 Len=1220 [TCP segment of a reassembled PDU]"
"320","11.875017","2404:6800:4009:822::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TLSv1.3","722","Application Data"
"321","11.875138","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:822::200e","TCP","74","53904  >  443 [ACK] Seq=520 Ack=4309 Win=66304 Len=0"
"322","11.876022","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:822::200e","TLSv1.3","148","Change Cipher Spec, Application Data"
"323","11.880936","2404:6800:4009:822::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TCP","74","443  >  53904 [ACK] Seq=4309 Ack=594 Win=66816 Len=0"
"324","11.881898","2404:6800:4009:822::200e","2402:e280:3dea:2f0:c818:33e0:411:b0eb","TLSv1.3","1054","Application Data, Application Data"
"325","11.931063","2402:e280:3dea:2f0:c818:33e0:411:b0eb","2404:6800:4009:822::200e","TCP","74","53904  >  443 [ACK] Seq=594 Ack=5289 Win=65280 Len=0"
"326","12.540740","fe80::1","ff02::1","ICMPv6","174","Router Advertisement from 04:25:e0:d7:16:80"
